region,city,date,organizer,topic,participants_registered,participants_actual
Berlin,Berlin,2022-09-08,,"""Friedenscamp Berlin"" (vom 30.07. bis 20.09.2022 - täglich)",30.0,3.0
Berlin,Berlin,2022-09-08,,"""Verkehrswende Jetzt! - Verkehrswende-Camp"" (vom 14.08. bis 01.09.2022 - täglich)",300.0,
Berlin,Berlin,2022-09-08,,"""Stop Putin´s Neo-NaZism now!"" (vom 31.08. bis 30.09.2022 - täglich)",20.0,2.0
Berlin,Berlin,2022-09-08,,"""Mahnwache zur Aufklärung rechter Straftaten in Neukölln"" (vom 06.01. bis 29.12.2022 - jeweils Do.)",10.0,
Berlin,Berlin,2022-09-08,,"""Für Grund- und Menschenrechte, für Rechtsstaatlichkeit!""",400.0,480.0
Berlin,Berlin,2022-09-08,,"""Wenn der öffentliche Dienst zusammenfällt - Zukunftsperspektive öffentlicher Dienst.""",15.0,12.0
Berlin,Berlin,2022-09-08,,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10.0,1.0
Berlin,Berlin,2022-09-08,,"""Gegen die Christenverfolgung in Nordkorea und für folgende Menschenrechte in Nordkorea: Reise-, Meinungsfreiheit, Reis statt Atom, Auflösung der Konzentrationslager"" (vom 14.07. bis 13.10.2022 - jeweils Do.)",15.0,6.0
Berlin,Berlin,2022-09-08,,"""Gedenkveranstaltung für die Kindertransporte von 1938/39 nach Großbritannien und weitere europäische Länder, die USA und Australien am Denkmal ""Züge in das Leben, Züge in den Tod""",100.0,80.0
Berlin,Berlin,2022-09-08,,"""Freiheit für alle politischen Gefangenen in Deutschland""",5.0,
Berlin,Berlin,2022-09-08,,"""Mahnwache gegen Eigenbedarfskündigung nach 40 Jahren Mietdauer"" (vom 30.06. bis 24.11.2022 - jeweils Do.)",10.0,
Berlin,Berlin,2022-09-09,,"""Friedenscamp Berlin"" (vom 30.07. bis 20.09.2022 - täglich)",30.0,5.0
Berlin,Berlin,2022-09-09,,"""Verkehrswende Jetzt! - Verkehrswende-Camp"" (vom 14.08. bis 01.09.2022 - täglich)",300.0,
Berlin,Berlin,2022-09-09,,"""Stop Putin´s Neo-NaZism now!"" (vom 31.08. bis 30.09.2022 - täglich)",20.0,2.0
Berlin,Berlin,2022-09-09,,"""Musiker:innen spielen für bessere Bezahlung""",20.0,11.0
Berlin,Berlin,2022-09-09,,"""Stoppt den Krieg gegen die Menschheit! Nein zur Masken, Tests, Impfung, Lockdown, Infektionsschutzgesetzes, Inflation & massiven Preissteigerungen! Verarmung droht in Zukunft für die Menschheit! Hände weg von unseren Kindern, unser Geld, unser Körper & unser Leben! Frieden, Freiheit & Selbstbestimmung! Die Würde des Menschen ist Unantastbar! Unser Körper - unsere Entscheidung!""",200.0,
Berlin,Berlin,2022-09-09,,"""Deutschland steht auf Demo gegen die derzeitige Sanktions- und Energiepolitik, gegen steuerliche Ungerechtigkeit, gegen Verschwendung von Steuergeldern und vor allem gegen die regierende Ampelkoalition, gegen Erhöhung der Energierkosten gegen Waffenlieferungen in Kriegsgebiete.""",20000.0,
Berlin,Berlin,2022-09-09,,"""Es ist geschehen, und folglich kann es wieder geschehen - Primo Levi""",500.0,
Berlin,Berlin,2022-09-09,,"""Klimamahnwache zum Pariser Abkommen; FridayForFuture"" (vom 06.05. bis 28.10.2022 - jeweils Fr.)",12.0,6.0
Berlin,Berlin,2022-09-09,,"""Für einen fairen Tarifvertrag - Für eine angemessene Jahressonderzahlung""",80.0,60.0
Berlin,Berlin,2022-09-09,,"""#Echstreme Meinung: du glaubst, die Gesetze werden nicht vom Parlament gemacht, weil du in einer Pharma-Diktatur lebst, aber kommst Freitag früh in Berlin ins Regierungsviertel zum demonstrieren? Chapeau, liebe Freund*innen""",,
Berlin,Berlin,2022-09-09,,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10.0,2.0
Berlin,Berlin,2022-09-09,,"""""Tour de Verkehrswende"" Fahrradtour für eine feministische Mobilitätswende""",70.0,41.0
Berlin,Berlin,2022-09-09,,"""Frieden bewahren inmitten der Sorge um die Zukunft""",20.0,20.0
Berlin,Berlin,2022-09-09,,"""Corona-Pressespiegel - Stimmen der Opfer""",10.0,15.0
Berlin,Berlin,2022-09-09,,"""KlimaAfterWork, das politische Event mit Musik, Kurzvorträgen, Friends & Family – vor dem Klima-Ministerium für die jetzt dringend nötige Klimapolitik, das AfterWork Event für einen kühlen Planeten""",75.0,25.0
Berlin,Berlin,2022-09-09,,"""Gemeinsam Fahrrad fahren durch Pankow Nord""",20.0,
Berlin,Berlin,2022-09-10,,"""Friedenscamp Berlin"" (vom 30.07. bis 20.09.2022 - täglich)",30.0,15.0
Berlin,Berlin,2022-09-10,,"""Verkehrswende Jetzt! - Verkehrswende-Camp"" (vom 14.08. bis 01.09.2022 - täglich)",300.0,
Berlin,Berlin,2022-09-10,,"""Stop Putin´s Neo-NaZism now!"" (vom 31.08. bis 30.09.2022 - täglich)",20.0,4.0
Berlin,Berlin,2022-09-10,,"""Suizidprävention/Wertschätzung des Lebens""",15.0,12.0
Berlin,Berlin,2022-09-10,,"""-Das Leid der Wegwerfkälber- Tierleid bei Kälbern als Folge der industriellen Massen-Milchproduktion""",20.0,8.0
Berlin,Berlin,2022-09-10,,"""Demonstration zur Information von KundInnen der Marke PUMA über die Beteiligung des Sportartikelherstellers an Menschenrechtsverletzungen""",10.0,12.0
Berlin,Berlin,2022-09-10,,"""Für Frieden, Abrüstung und eine atomwaffenfreie Welt""",10.0,17.0
Berlin,Berlin,2022-09-10,,"""Auto- und Fahrradkorso Berlin informiert über Entwicklungen und Auswirkungen der Corona-Maßnahmen. Wir protestieren gegen das Infektionsschutzgesetz, wie es der deutsche Bundestag am 18.11.2020 beschloß, und seine Anwendung durch den Berliner Senat. Wir stehen auf gegen die Arroganz und Ignoranz der Bundesregierung! Wir fordern die unverzügliche und bedingungslose Wiederherstellung aller Grundrechte! Und: Lauterbach muß weg!""",60.0,35.0
Berlin,Berlin,2022-09-10,,"""Fest zusammen im Kiez""",1000.0,450.0
Berlin,Berlin,2022-09-10,,"""Kirchlicher Dialog „Open Air“: In einer Zeit der gesellschaftlichen Spaltung und der existenziellen Krise vieler Menschen ein Zeichen setzen und Brücken bauen durch Reden, Dialog, Gesang und Lebensimpressionen.""",25.0,20.0
Berlin,Berlin,2022-09-10,,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10.0,1.0
Berlin,Berlin,2022-09-10,,"""Hoffnung in gewaltreichen Zeiten""",20.0,
Berlin,Berlin,2022-09-10,,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden und anderen unschuldigen Menschen in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 26.03. bis 26.11.2022 - jeweils Sa.)",20.0,12.0
Berlin,Berlin,2022-09-10,,"""Gegen die Inflation""",15.0,8.0
Berlin,Berlin,2022-09-10,,"""Gedenken an den Todestag von Navid Afkari. Solidarität mit den Bürgerprotesten im Iran.""",50.0,50.0
Berlin,Berlin,2022-09-10,,"""Kundgebung zur Energiewende der Greenpeace Jugend Berlin""",10.0,15.0
Berlin,Berlin,2022-09-10,,"""Rotes Sommerfest""",200.0,
Berlin,Berlin,2022-09-10,,"""Russia is a terrorist state""",700.0,280.0
Berlin,Berlin,2022-09-10,,"""Go Gold in September - Bewusstseinsmonat für Kinderkrebs""",150.0,60.0
Berlin,Berlin,2022-09-10,,"""Raum für alle - Radeln für eine gerechte Verteilung des Straßenraums""",100.0,100.0
Berlin,Berlin,2022-09-10,,"""Animal Rights Square: Video-Aktion zur Aufklärung über die Tierindustrie""",15.0,
Berlin,Berlin,2022-09-10,,"""Solidarität mit den fortschrittlichen Menschen in Chile, Peru und allen anderen Ländern Lateinamerikas Kein US-Krieg gegen Venezuela USA Unblock Kuba USA Unblock Venezuela Solidarität mit Sandinistischen Revolution Frente Nacional por la Democracia y la Gobernabilidad Berlin Gegen Intervention und Blockade, Schluß mit der Kriegstreiberei Kein Krieg vom deutschen Boden, keine Waffenlieferungen, keine Kriegsbeteiligung Hände weg vom Donbass Save Donbass People"" (vom 03.09. bis 26.11.2022 - jeweils Sa.)",50.0,15.0
Berlin,Berlin,2022-09-10,,"""Weltfrieden, Freiheit, Souveränität"" (vom 07.05. bis 31.12.2022 - jeweils Sa.)",50.0,15.0
Berlin,Berlin,2022-09-10,,"""Derzeitige und geplante Präsenz der Polizei am Kottbusser Tor"" (vom 03.09. bis 31.12.2022 - jeweils Sa.)",40.0,
Berlin,Berlin,2022-09-10,,"""Demonstration gegen das Insignienverbot des Bandidos MC""",100.0,50.0
Berlin,Berlin,2022-09-10,,"""Freedom is our Religion""",2000.0,
Berlin,Berlin,2022-09-10,,"""Solidarität mit Rojava. Solidarität mit YPG und YPJ. Gegen Bombardierung durch den türkischen Staat. Gegen Besetzung. Für Frieden und Freiheit.""",100.0,80.0
Berlin,Berlin,2022-09-11,,"""Friedenscamp Berlin"" (vom 30.07. bis 20.09.2022 - täglich)",30.0,15.0
Berlin,Berlin,2022-09-11,,"""Verkehrswende Jetzt! - Verkehrswende-Camp"" (vom 14.08. bis 01.09.2022 - täglich)",300.0,
Berlin,Berlin,2022-09-11,,"""Stop Putin´s Neo-NaZism now!"" (vom 31.08. bis 30.09.2022 - täglich)",20.0,5.0
Berlin,Berlin,2022-09-11,,"„Gemäß der geistigen Auffassung unserer Minderheit für Freiheit und Volksherrschaft - für Heimat und Welt-Frieden – für eine lebenswerte Zukunft für Alle Menschen durch konkrete Umsetzung Potsdamer Abkommen sowie der Krim-Deklaration mittels Durchführung der nicht erfolgten Entnazifizierung der Person gemäß Artikel 139 Grundgesetz für die Bundesrepublik Deutschland (BRD), den SHAEF-Gesetz Nr. 1 Aufhebung nationalsozialistischer Gesetze Art. III Absatz 4, weiter den ehrenhalber Abschluss der fehlenden Friedensverträge mit über 54 kriegsbeteiligten Nationen zur endgültigen und dauerhaften Beendigung des zweiten Welt-Krieges sowie Verfassungsreferendum in freier Selbstbestimmung des deutschen Volkes gemäß Artikel 146 Grundgesetz für die Bundesrepublik Deutschland""",300.0,25.0
Berlin,Berlin,2022-09-11,,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10.0,2.0
Berlin,Berlin,2022-09-11,,"""Fahrzeug und Fahrradkorso - Wir, die FREIEN GEISTER, fahren für unsere Kinder und gegen die Spaltung unserer Gesellschaft. Wir lassen uns nicht spalten. Zusammenhalt und Gleichberechtigung für ALLE ! / Jung und Alt, Groß und Klein, KEINE G - Regeln, für ALLE. Wir sind Menschen aus der Mitte unserer Bevölkerung. Das ist für unsere Kinder, sie sollen nicht in Ketten leben, ohne Angst und ohne Tränen. Meinungsfreiheit und Diskurs um die Bevölkerung zu einen. Wir informieren die Bevölkerung über Daten, Zahlen und Fakten sowie die Entwicklungen und Auswirkungen der Corona-Maßnahmen und decken Hintergründe im Zusammenhang mit dem Infektionsschutzgesetz auf. Ein klares Nein zur Impfpflicht. Wir sind für Frieden auf der ganzen Welt und klären über Probleme in unserem Land und die daraus resultierenden Kollateralschäden auf.""",50.0,
Berlin,Berlin,2022-09-11,,"""Kiezgipfel und Protestpicknick""",1000.0,200.0
Berlin,Berlin,2022-09-11,,"""Multireligiöses Gedenken der Anschläge am 11. September 2001""",100.0,80.0
Berlin,Berlin,2022-09-11,,"""Auf die Plätze, Wohnung_LOS! Zum Höhepunkt der Kampagne „Wohnung_LOS“ bauen die BAG W und die unterstützenden Verbände und Organisationen vor dem Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen ein Haus. Das Haus als Symbol, um Wohnungsnot und Wohnungslosigkeit bis 2030 zu überwinden.""",50.0,
Berlin,Berlin,2022-09-11,,"""Unterstützung der friedlichen, algerischen Revolution hin zu einem demokratischen Staat"" (vom 17.07.2022 bis 01.01.2023 - jeweils So.)",10.0,3.0
Berlin,Berlin,2022-09-11,,"""200. Tag der Invasion durch die Russische Föderation in die Ukraine. Gedenkveranstaltung zu Ehren der getöteten ukrainischen Kinder...",200.0,40.0
Berlin,Berlin,2022-09-12,,"""Friedenscamp Berlin"" (vom 30.07. bis 20.09.2022 - täglich)",30.0,15.0
Berlin,Berlin,2022-09-12,,"""Verkehrswende Jetzt! - Verkehrswende-Camp"" (vom 14.08. bis 01.09.2022 - täglich)",300.0,
Berlin,Berlin,2022-09-12,,"""Stop Putin´s Neo-NaZism now!"" (vom 31.08. bis 30.09.2022 - täglich)",20.0,6.0
Berlin,Berlin,2022-09-12,,"""Rückzahlung der wertbeständigen Goldmark für Reparationen vom ersten Weltkrieg"" (vom 01.09. bis 31.10.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.)",3.0,
Berlin,Berlin,2022-09-12,,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10.0,
Berlin,Berlin,2022-09-12,,"""Protestkundgebung gegen den Besuch des israelischen Ministerpräsidenten in Deutschland""",100.0,
Berlin,Berlin,2022-09-12,,"""Mahnwache vor dem RKI. Kritisiert wird die Rolle des RKI im Zusammenhang mit der Corona-Hysterie und den dadurch begründeten Menschenrechtsverletzungen. Ferner besteht weiterhin unerfüllt die Forderung nach Erfüllung der Informationspflicht als Regierungsbehörde."" (vom 02.05. bis 31.10.2022 - jeweils Mo.)",15.0,7.0
Berlin,Berlin,2022-09-12,,"""Ja zum Wenckebach-Krankenhaus""",10.0,11.0
Berlin,Berlin,2022-09-12,,"""Mahnwache für Frieden und Menschenrechte"" (vom 11.07. bis 26.09.2022 - jeweils Mo.)",10.0,1.0
Berlin,Berlin,2022-09-12,,"""Stoppt den Krieg! Frieden und Freiheit für die Ukraine! Jetzt!"" (vom 11.07. bis 26.09.2022 - jeweils Mo.)",15.0,5.0
Berlin,Berlin,2022-09-12,,"""Für Frieden, Freiheit und Selbstbestimmung"" (vom 13.06. bis 26.12.2022 - jeweils Mo.)",30.0,30.0
Berlin,Berlin,2022-09-12,,"""Protest gegen Hartz 4 und das Bürgergeld - Montag ist der Tag des Widerstands"" (vom 03.01. bis 20.12.2022 - jeweils Mo.)",30.0,30.0
Berlin,Berlin,2022-09-12,,"""WIR STEHEN FÜR ... Rücktritt & Sanktionen für Verantwortliche der Coronapolitik. ... Aufarbeitung & Wiedergutmachung des menschenrechtsverletzenden Missmanagements & der Korruption der letzten Jahre. ... neutrale & umfassende Berichterstattung & die sofortige Beendigung jeglicher Kriegspropaganda. WIR SAGEN NEIN zu Transhumanismus & Great Reset des WEF. NEIN zur digitalen Überwachung. NEIN zum selbstzerstörischen Umgang mit der Krisensituation in unserem Land.""",100.0,100.0
Berlin,Berlin,2022-09-12,,"""Gemeinsam leben - FÜR ein selbst bestimmtes, friedliches und tolerantes Miteinander ab sofort und in unser ALLER Zukunft"" (vom 18.04. bis 26.12.2022 - jeweils Mo.)",200.0,140.0
Berlin,Berlin,2022-09-12,,"""Fortführung der DAUERVERANSTALTUNG ""Mahnwache am Kanzleramt zur sofortigen Abschaltung aller Atomanlagen""."" (vom 04.07. bis 26.12.2022 - jeweils Mo.)",20.0,4.0
Berlin,Berlin,2022-09-12,,"""Frieden""",20.0,5.0
Berlin,Berlin,2022-09-12,,"""Antikriegsmahnwache, jetzt speziell die militärischen Auseinandersetzungen zwischen Russland und der Ukraine betreffend"" (vom 04.07. bis 26.09.2022 - jeweils Mo.)",10.0,10.0
Berlin,Berlin,2022-09-12,,"""Weg mit der Gasumlage! Schluss mit Teuer!""",20.0,12.0
Berlin,Berlin,2022-09-12,,"""Nachbarschaftlich für Frieden, gegen den Covid-Impfpass, ID 2020 und das globale WHO-Pandemie-Diktat!"" (vom 13.06. bis 26.09.2022 - jeweils Mo.)",40.0,24.0
Berlin,Berlin,2022-09-12,,"""Für die sofortige und bedingungslose Wiederherstellung aller Grundrechte, - für eine unbeschwerte Kindheit unserer Kinder, - für faire Arbeitsbedingungen und Löhne statt Impfpflicht für Pflegeberufe, - für ein sofortiges Ende jeglicher Impfpflichtbestrebungen, - für die vollständige und unabhängige Aufklärung der Coronamaßnahmen, - für den sofortigen Stopp der politisch erzeugten Kostenexplosionen..."" (vom 05.09. bis 26.09.2022 - jeweils Mo.)",55.0,55.0
Berlin,Berlin,2022-09-12,,"""Montagsspaziergang für Frieden, Demokratie und Selbstbestimmung, gegen die sinnlosen Maßnahmen des Corona-Regimes, gegen den digitalen Überwachungsfeudalismus und gegen die Sanktionspolitik""",80.0,28.0
Berlin,Berlin,2022-09-12,,"""Tegel geht auf die Straße"" (vom 11.07. bis 26.09.2022 - jeweils Mo.)",100.0,
Berlin,Berlin,2022-09-12,,"""Mahnwache: FLUGLÄRM UND FEINSTAUB MACHEN KRANK! Konsequentes Nachtflugverbot von 22 Uhr bis 6 Uhr am Flughafen BER. Kurzstreckenflüge gehören auf die Schiene. Alle Messdaten der Ultrafeinstaubmessung am Flughafen BER müssen öffentlich werden. Die Subventionierung des Flughafens und der Billigairlines muss beendet werden, denn wer fliegt oder Flüge anbietet, muss die tatsächlichen Kosten zahlen."" (vom 08.08.2022 bis 07.08.2023 - jeweils Mo.)",40.0,10.0
Berlin,Berlin,2022-09-12,,"""Wir sind Vielfalt! Solidarität ist unsere Stärke. Gegen rechtsoffene Versammlungen aller Art und überall!"" (vom 18.07. bis 31.12.2022 - jeweils Mo.)",200.0,28.0
Berlin,Berlin,2022-09-13,,"""Friedenscamp Berlin"" (vom 30.07. bis 20.09.2022 - täglich)",30.0,12.0
Berlin,Berlin,2022-09-13,,"""Verkehrswende Jetzt! - Verkehrswende-Camp"" (vom 14.08. bis 01.09.2022 - täglich)",300.0,
Berlin,Berlin,2022-09-13,,"""Stop Putin´s Neo-NaZism now!"" (vom 31.08. bis 30.09.2022 - täglich)",20.0,3.0
Berlin,Berlin,2022-09-13,,"""Menschenrechtsverletzungen und Hinrichtungen im Iran stoppen.""",4.0,
Berlin,Berlin,2022-09-13,,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10.0,1.0
Berlin,Berlin,2022-09-13,,"""Fridays for Future Forderung: 100 Mrd. Klima und Sicherheit""",35.0,40.0
Berlin,Berlin,2022-09-13,,"""#KohleStattKohle Junge Unternehmer protestieren gegen die Energiepolitik des Wirtschaftsministers""",20.0,
Berlin,Berlin,2022-09-13,,"""Protekt Ukrainian Sky""",30.0,11.0
Berlin,Berlin,2022-09-13,,"""Menschenrechtsverletzungen und Hinrichtungen im Iran stoppen.""",4.0,4.0
Berlin,Berlin,2022-09-13,,"""Versammlung für die Gleichberechtigung zwischen Mann und Frau in der Kunst, für homogenere und offenere Strukturen""",500.0,
Berlin,Berlin,2022-09-13,,"""Bürgerinnen und Bürger äußern ihre kritische Meinung zur Regierungspolitik und warnen vor der Gefährdung von Grundrechten, Demokratie, Pluralismus, Frieden und Wohlstand."" (vom 13.09. bis 27.09.2022 - jeweils Di.)",35.0,20.0
Berlin,Berlin,2022-09-13,,"""Menschen mit Schildern"" (vom 04.01. bis 27.12.2022 - jeweils Di.)",30.0,36.0
Berlin,Berlin,2022-09-13,,"""Erinnerungsveranstaltung an eine junge Konspiratorin, die 1942 in Plötzensee mit der Guillotine hingerichtet worden war""",100.0,20.0
Berlin,Berlin,2022-09-13,,"""Wir pfeifen auf Stuttgart 21"" (vom 05.07. bis 27.09.2022 - jeweils Di.)",5.0,7.0
Berlin,Berlin,2022-09-14,,"""Verkehrswende Jetzt! - Verkehrswende-Camp"" (vom 14.08. bis 01.09.2022 - täglich)",300.0,10.0
Berlin,Berlin,2022-09-14,,"""Stop Putin´s Neo-NaZism now!"" (vom 31.08. bis 30.09.2022 - täglich)",20.0,2.0
Berlin,Berlin,2022-09-14,,"""Friedenscamp Berlin"" (vom 30.07. bis 20.09.2022 - täglich)",30.0,8.0
Berlin,Berlin,2022-09-14,,"""Aneinanderreihung von offiziellen Corona-Presseberichten, Informationen über Kollateralschäden / Stille Mahnwache. Coronapresseberichte aufgereiht auf Leinen. Diese Leinen sind an Stützen mit massivem Fuß aufgehängt.""",25.0,
Berlin,Berlin,2022-09-14,,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10.0,1.0
Berlin,Berlin,2022-09-14,,"""Mieter Micha muss bleiben""",40.0,20.0
Berlin,Berlin,2022-09-14,,"""Gedenken an Ella""",250.0,80.0
Berlin,Berlin,2022-09-14,,"""Animal Rights Square: Video-Aktion zur Aufklärung über die Tierindustrie"" (vom 10.08. bis 21.09.2022 - jeweils Mi.)",15.0,8.0
Berlin,Berlin,2022-09-14,,"""Für Frieden Freiheit Souveränität und Selbstbestimmung gehen die Freien Geister 4Gs - Alexanderplatz &#128330;&#65039; Wir zusammen Spazierengegen: - für den zusammenhalt in der Gesellschaft - für unsere Kinder und deren Zukunft - für Frieden auf DER ganzen WELT - gegen die Berufsbezogenene / allgemein Impfpflicht - gegen die Inflation und Wirtschaftskrise in unserem Land! WIR WOLLEN DEUTSCHLAND NICHT GEGEN DIE WAND FAHREN SEHEN!"" (vom 05.09.2022 bis 27.03.2023 - jeweils Mo.)",250.0,150.0
Berlin,Berlin,2022-09-14,,"""Kein Krieg und keine Kriegshetze gegen Russland!, NATO - Hände weg von der Ukraine und anderen Ländern, die in ihrem Fadenkreuz stehen!"" (vom 06.07. bis 28.09.2022 - jeweils Mi.)",10.0,22.0
Berlin,Berlin,2022-09-15,,"""Stop Putin´s Neo-NaZism now!"" (vom 31.08. bis 30.09.2022 - täglich)",20.0,4.0
Berlin,Berlin,2022-09-15,,"""Friedenscamp Berlin"" (vom 30.07. bis 20.09.2022 - täglich)",30.0,15.0
Berlin,Berlin,2022-09-15,,"""Mit dem Klimacamp wollen wir lokal vor Ort auf die Klimakrise aufmerksam machen. Wir wollen die größte und tiefgreifendste Herausforderung der Menschheit als Thema verstärkt in die Öffentlichkeit bringen und durch eine längerfristige Meinungskundgabe auf die Politik wirken. Das Ziel ist es, nachhaltig verfassungsrechtlich verankerten und notwendigen Klimaschutz zu bewirken. …."" (vom 15.09. bis 26.09.2022 - täglich)",500.0,
Berlin,Berlin,2022-09-15,,"""Mehr Tiergesundheit jetzt!""",10.0,9.0
Berlin,Berlin,2022-09-15,,"""Mahnwache zur Aufklärung rechter Straftaten in Neukölln"" (vom 06.01. bis 29.12.2022 - jeweils Do.)",10.0,4.0
Berlin,Berlin,2022-09-15,,"""Aufwertung der sozialen Berufe - TV-L für alle Beschäftigten bei freien Trägern""",15.0,80.0
Berlin,Berlin,2022-09-15,,"""Tarifangleichung freie Träger""",20.0,80.0
Berlin,Berlin,2022-09-15,,"""Mehr Grün in die Stadt. Gegen die zunehmende Versiegelung.""",12.0,15.0
Berlin,Berlin,2022-09-15,,"""Bekanntgabe Forderung der BSR-Beschäftigten für die Tarifrunde Öffentlicher Dienst""",50.0,50.0
Berlin,Berlin,2022-09-15,,"""Übergewinnsteuer""",10.0,11.0
Berlin,Berlin,2022-09-15,,"""UAE, TURKEY stop helping a genocidal regime in Ethiopia""",300.0,80.0
Berlin,Berlin,2022-09-15,,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10.0,1.0
Berlin,Berlin,2022-09-15,,"""Menschenrechtsverletzungen und Hinrichtungen im Iran stoppen.""",4.0,
Berlin,Berlin,2022-09-15,,"""Gegen die Christenverfolgung in Nordkorea und für folgende Menschenrechte in Nordkorea: Reise-, Meinungsfreiheit, Reis statt Atom, Auflösung der Konzentrationslager"" (vom 14.07. bis 13.10.2022 - jeweils Do.)",15.0,10.0
Berlin,Berlin,2022-09-15,,"""Tierschutz/Verantwortung der Tierärzte für das Wohl der Nutztiere.""",20.0,4.0
Berlin,Berlin,2022-09-15,,"""Freiheit für politische Gefangene""",10.0,6.0
Berlin,Berlin,2022-09-15,,"""Wir möchten für eine Transformation zur definanzialisierte Stadt einer Nachkrisenzeit demonstrieren, die als ein Ort der Kooperation im selbstbestimmten Gebrauch seiner Bewohner_innen die Gebäude der Finanzialisieurung vergemeinschaftet.""",100.0,15.0
Berlin,Berlin,2022-09-15,,"""Mahnwache gegen Eigenbedarfskündigung nach 40 Jahren Mietdauer"" (vom 30.06. bis 24.11.2022 - jeweils Do.)",10.0,
Berlin,Berlin,2022-09-15,,"""FREIHEIT FÜR JULIAN ASSANGE! Presse- und Meinungsfreiheit als Grundlage für Demokratie und Frieden.""",35.0,20.0
Berlin,Berlin,2022-09-16,,"""Stop Putin´s Neo-NaZism now!"" (vom 31.08. bis 30.09.2022 - täglich)",20.0,
Berlin,Berlin,2022-09-16,,"""Friedenscamp Berlin"" (vom 30.07. bis 20.09.2022 - täglich)",30.0,
Berlin,Berlin,2022-09-16,,"""Mit dem Klimacamp wollen wir lokal vor Ort auf die Klimakrise aufmerksam machen. Wir wollen die größte und tiefgreifendste Herausforderung der Menschheit als Thema verstärkt in die Öffentlichkeit bringen und durch eine längerfristige Meinungskundgabe auf die Politik wirken. Das Ziel ist es, nachhaltig verfassungsrechtlich verankerten und notwendigen Klimaschutz zu bewirken. …."" (vom 15.09. bis 26.09.2022 - täglich)",500.0,
Berlin,Berlin,2022-09-16,,"""Menschenrechtsverletzungen und Hinrichtungen im Iran stoppen.""",4.0,2.0
Berlin,Berlin,2022-09-16,,"""Nein zu CETA!""",10.0,7.0
Berlin,Berlin,2022-09-16,,"""Klimamahnwache zum Pariser Abkommen; FridayForFuture"" (vom 06.05. bis 28.10.2022 - jeweils Fr.)",12.0,6.0
Berlin,Berlin,2022-09-16,,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10.0,2.0
Berlin,Berlin,2022-09-16,,"""Parking Day Berlin 2022 - Parkplätze zu Parks machen""",50.0,21.0
Berlin,Berlin,2022-09-16,,"""Parking Day - von der Rückeroberung der Straße""",30.0,2.0
Berlin,Berlin,2022-09-16,,"""Wir möchten im Rahmen des internationalen Parking Day auf die unverhältnismäßige Flächeninanspruchnahme durch Autos in Städten...""",20.0,
Berlin,Berlin,2022-09-16,,"""Parking Day""",20.0,15.0
Berlin,Berlin,2022-09-16,,"""ParkingDay""",10.0,3.0
Berlin,Berlin,2022-09-16,,"""Park(ing) Day 2022 am Grünen Kieztreff""",20.0,5.0
Berlin,Berlin,2022-09-16,,"""Aktion im Rahmen des internationalen Parking-Day. Sichtbarmachung des Fächenverbrauchs durch Parkplätze.""",20.0,14.0
