region,city,date,organizer,topic,participants_registered,participants_actual
Baden-Württemberg,Karlsruhe,2022-05-21,,2. sofortige bedingungslose Wiederherstellung aller Grundrechte! 2. Somit die sofortige Aufhebung aller Corona Maßnahmen und jeglicher Impfpflicht! 3. die Vollständige wissenschaftliche sowie rechtliche Aufarbeitung der Corona-Maßnahmen! 4. Keine Unterzeichnung des WHO-Pandemievertragses! 5. Keine Waffenlieferung an die Ukraine,1750.0,
Baden-Württemberg,Karlsruhe,2022-05-21,,Freiheit der christlichen Religion,20.0,
Baden-Württemberg,Karlsruhe,2022-05-22,,"Harbarth ist ein autoritärer inkompetenter Schwurbler, der in einem Paralleluniversum lebt. ",200.0,
Baden-Württemberg,Karlsruhe,2022-05-22,,Wir tragen unsere Grundrechte zu Grabe. Dazu erwarten wir das Ralph-Boes-Team,50.0,
Baden-Württemberg,Karlsruhe,2022-05-23,,"Wir fordern: 1. Sofortige bedingungslose Wiederherstellung aller Grundrechte, 2. Somit die sofortige Aufhebung aller Corona Maßnahmen und jeglicher Impfpflicht 3. Die vollständige wissenschaftliche sowie rechtliche Aufarbeitung der Corona  Maßnahmen 4. Keine Unterzeichnung des WHO Pandemie Vertrages 5. Keine Waffenlieferung an die Ukraine - stattdessen Friedensgespräche ",750.0,
Baden-Württemberg,Karlsruhe,2022-05-23,,Erneuerung der Bundesrepublik an ihren eigenen Idealen,200.0,
Baden-Württemberg,Karlsruhe,2022-05-26,,"Maskenfreie Feststellung: Nachbarn, Eltern und Großeltern stehen gemeinsam für kommende Generationen ein, um den Frieden ohne Waffen, ohne ID 2020 und ohne Impfpflicht zu schaffen",47.0,
Baden-Württemberg,Karlsruhe,2022-05-27,,Mehr Raum fürs Rad- Critical Mass,250.0,
Baden-Württemberg,Karlsruhe,2022-05-28,,Tiere sind uns nicht Wurst,10.0,
Baden-Württemberg,Karlsruhe,2022-05-30,,Wiederherstellung aller Grundrechte,500.0,
Baden-Württemberg,Karlsruhe,2022-05-30,,"Montagsdemo gegen Hartz IV und Sozialabbau, Aktiver Widerstand für den Weltfrieden - gegen alle Kriegstreiber",50.0,
Baden-Württemberg,Karlsruhe,2022-06-02,,"Maskenfreie Feststellung: Was die ReGIERenden da machen, entspricht nicht dem Wunsch friedlicher, freiheitlicher Menschen",47.0,
Baden-Württemberg,Karlsruhe,2022-06-03,,Wir verlangen die Einhaltung Artikel 20 GG,100.0,
Baden-Württemberg,Karlsruhe,2022-06-04,,Mache dich auf und werde Licht!,10.0,
Baden-Württemberg,Karlsruhe,2022-06-04,,Queer ist kein Hobby! - Sichtbarkeit für queere Jugendliche,1500.0,
Baden-Württemberg,Karlsruhe,2022-06-04,,"Kundgebung zu kommunal-, landes- und bundespolitischen Themen",30.0,
Baden-Württemberg,Karlsruhe,2022-06-04,,"Freiheit - Religion, mit Rede Musik",4.0,
Baden-Württemberg,Karlsruhe,2022-06-05,,Sundays for Peace - Wir stehen für Frieden,20.0,
Baden-Württemberg,Karlsruhe,2022-06-06,,Bewegungsmeditation für den inneren und äußeren frieden und gegen die Erstarrung der Herzen,80.0,
Baden-Württemberg,Karlsruhe,2022-06-06,,"Mahnwache zum Gedenken von George Floyd und aktuell Ermordete in USA, dazu Redebeiträge gegen Gewalt, gegen Rassismus",30.0,
Baden-Württemberg,Karlsruhe,2022-06-07,,Amnesty International - Unterschriften sammeln gegen Menschenrechtsverletzungen,10.0,
Baden-Württemberg,Karlsruhe,2022-06-07,,"Stille Mahnwache für Frieden, Demokratie und Menschenrechte",8.0,
Baden-Württemberg,Karlsruhe,2022-06-09,,Maskenfreie Feststellung,47.0,
Baden-Württemberg,Karlsruhe,2022-06-10,,Freiheit Religion mit Gesangs/Musik und Redebeiträge,8.0,
Baden-Württemberg,Karlsruhe,2022-06-11,,"Freiheit - Religion, mit Rede Musik",3.0,
Baden-Württemberg,Karlsruhe,2022-06-12,,Demo aufgrund der queerfeindlichen Angriffe auf dem CSD,200.0,
Baden-Württemberg,Karlsruhe,2022-06-12,,Kidical  Mass - Ausfahrt Juni 2022,80.0,
Baden-Württemberg,Karlsruhe,2022-06-13,,"Montagsdemo gegen Hartz IV und Sozialabbau, Aktiver Widerstand für den Weltfrieden - gegen alle Kriegstreiber",50.0,
Baden-Württemberg,Karlsruhe,2022-06-15,,"Mahnwache und Kundgebung für die Betroffenen von queerfeindlichen Übergriffen, insbesondere im Umfeld des CSD Karlsruhe 2022",500.0,
Baden-Württemberg,Karlsruhe,2022-06-16,,"Evangelisation, Persönliche Zeugnisse über Glaube",12.0,
Baden-Württemberg,Karlsruhe,2022-06-16,,Maskenfreie Feststellung,47.0,
Baden-Württemberg,Karlsruhe,2022-06-17,,Wir verlangen die Einhaltung Artikel 20 GG,100.0,
Baden-Württemberg,Karlsruhe,2022-06-18,,Jesus lebt!,5.0,
Baden-Württemberg,Karlsruhe,2022-06-18,,"Freiheit - Religion, mit Rede Musik",10.0,
Baden-Württemberg,Karlsruhe,2022-06-18,,Bewegungsmeditation für den inneren und äußeren frieden und gegen die Erstarrung der Herzen,80.0,
Baden-Württemberg,Karlsruhe,2022-06-19,,Zoos sind Gefängnisse für Tiere,10.0,
Baden-Württemberg,Karlsruhe,2022-06-19,,Freiheit Religion mit Gesangs/Musik und Redebeiträge,8.0,
Baden-Württemberg,Karlsruhe,2022-06-20,,Infostand zum Weltflüchtlingstag,5.0,
Baden-Württemberg,Karlsruhe,2022-06-22,,Frieden und Gerechtigkeit,25.0,
Baden-Württemberg,Karlsruhe,2022-06-23,,Maskenfreie Feststellung,47.0,
Baden-Württemberg,Karlsruhe,2022-06-23,,"Spontanversammlung ""Stop mit den Willkürlichen Repressalien gegen Özgül Emre",20.0,
Baden-Württemberg,Karlsruhe,2022-06-24,,Freiheit Religion mit Gesangs/Musik und Redebeiträge,8.0,
Baden-Württemberg,Karlsruhe,2022-06-24,,Offenes Treffen Mehr Raum fürs Rad,100.0,
Baden-Württemberg,Karlsruhe,2022-06-25,,Freiheit Religion mit Redemusik,5.0,
Baden-Württemberg,Karlsruhe,2022-06-25,,Versammlung gegen Zwangsinobhutnahme von Säuglingen und Kleinkindern wegen Suchterkrankung eines Lebenspartners,30.0,
Baden-Württemberg,Karlsruhe,2022-06-27,,"Montagsdemo gegen Hartz IV und Sozialabbau, Aktiver Widerstand für den Weltfrieden - gegen alle Kriegstreiber",50.0,
Baden-Württemberg,Karlsruhe,2022-06-28,,Catcalls of Karlsruhe kreiden an,2.0,
Baden-Württemberg,Karlsruhe,2022-06-30,,Maskenfreie Feststellung,47.0,
Baden-Württemberg,Karlsruhe,2022-07-01,,Bus & Bahn kostenfrei! Für eine soziale und ökologische Verkehrswende!,30.0,
Baden-Württemberg,Karlsruhe,2022-07-01,,Wir verlangen die Einhaltung Artikel 20 GG,100.0,
Baden-Württemberg,Karlsruhe,2022-07-02,,Seebrücke - Stoppt das Sterben im Mittelmeer,20.0,
Baden-Württemberg,Karlsruhe,2022-07-05,,Mahnwache zum Gedenktag des Massaker von Urumqi Ostturkestan (China) ,40.0,
Baden-Württemberg,Karlsruhe,2022-07-05,,"Stille Mahnwache für Frieden, Demokratie und Menschenrechte",20.0,
Baden-Württemberg,Karlsruhe,2022-07-07,,"Maskenfreie Feststellung: Transparenz tut auf allen politischen Ebenen gut. Wer waren die Gutachter, die für die Ernennung des oberstens Richters des Bundesverfassungsgerihts zum Honorar-Professor (Uni Heidelberg) entscheidend waren?",47.0,
Baden-Württemberg,Karlsruhe,2022-07-08,,Freiheit Religion mit Gesangs/Musik und Redebeiträge,8.0,
Baden-Württemberg,Karlsruhe,2022-07-09,,"Freiheit - Religion, mit Rede Musik",6.0,
Baden-Württemberg,Karlsruhe,2022-07-09,,Gegen das Hinzufügen des Sondervermögens der Bundeswehr in das Grundgesetz,170.0,
Baden-Württemberg,Karlsruhe,2022-07-09,,Bewegungsmeditation für den inneren und äußeren frieden und gegen die Erstarrung der Herzen,80.0,
Baden-Württemberg,Karlsruhe,2022-07-10,,"Kidical Mass Fahrradtour - Radfahrer fordern mit ihren Touren im Rahmen der weltweiten Kidical-Mass-Bewegung mehr Rechte für radfahrende Kinder und Familien, bessere Infrastruktur, mehr Sicherheit und mehr Platz im öffentlichen Verkehrsraum",80.0,
Baden-Württemberg,Karlsruhe,2022-07-11,,Gedenktag an das Massaker von Srebrenica,250.0,
Baden-Württemberg,Karlsruhe,2022-07-11,,"Montagsdemo gegn Hartz IV und Sozialabbau, Aktiver Widerstand für den Weltfrieden - gegen alle Kriegstreiber",50.0,
Baden-Württemberg,Karlsruhe,2022-07-12,,Neue Sicherheits- und Entwicklungsarchitektur  statt Hunger und Krieg,3.0,
Baden-Württemberg,Karlsruhe,2022-07-14,,"Maskenfreie Feststellung: Der Lockdown war im Frühjahr 2020 formell rechtswidrig. Sehr viel Schaden hätte abgewendet werden können, wenn das Bundesverfassungsgericht 2020 ähnlich wie VGH Mannheim 4.7.22 entschieden hätte",47.0,
Baden-Württemberg,Karlsruhe,2022-07-15,,Wir verlangen die Einhaltung Artikel 20 GG,100.0,
Baden-Württemberg,Karlsruhe,2022-07-15,,Freiheit Religion mit Gesangs/Musik und Redebeiträge,8.0,
Baden-Württemberg,Karlsruhe,2022-07-16,,"Freiheit-Religion, mit Rede Musik",5.0,
Baden-Württemberg,Karlsruhe,2022-07-16,,Infostand: Wo drückt der Schuh?,6.0,
Baden-Württemberg,Karlsruhe,2022-07-16,,Evangelisation,15.0,
Baden-Württemberg,Karlsruhe,2022-07-21,,"Maskenfreie Feststellung: Der mit mRNA-Spritzen erzielte Profit geht an die Hersteller und deren Aktionäre - die Folgen der Nebenwirkungen zu Lasten der Opfer sowie der Steuerzahler  § 60 Infektionsschutzgesetz (IfSG), geplante Reform für das Jahr 2024 in §§ 24 und 135 des neu geschaffenen SGB XIV). ",47.0,
Baden-Württemberg,Karlsruhe,2022-07-23,,Mache dich auf und werde Licht!,5.0,
Baden-Württemberg,Karlsruhe,2022-07-23,,Freiheit für Julian Assange ,70.0,
Baden-Württemberg,Karlsruhe,2022-07-23,,"Schwarze Juli ""Black July""",50.0,
Baden-Württemberg,Karlsruhe,2022-07-26,,Übergabe einer Petition zum Thema Schwangerschaftsabbrüche,20.0,
Baden-Württemberg,Karlsruhe,2022-07-27,,Popup-Bikelane,50.0,
Baden-Württemberg,Karlsruhe,2022-07-28,,Maskenfreie Feststellung,47.0,
Baden-Württemberg,Karlsruhe,2022-07-29,,"Critical Mass und Fridays for Future Fahrraddemo - Radfahrer fordern mit ihren Touren im Rahmen der weltweiten Critical-Mass-Bewegung mehr Rechte für Radfahrer, bessere Infrastruktur und mehr Platz im öffentlichen Verkehrsraum. Jeden letzten Freitag eines Monats.",300.0,
Baden-Württemberg,Karlsruhe,2022-07-29,,Wir verlangen die Einhaltung Artikel 20 GG,100.0,
Baden-Württemberg,Karlsruhe,2022-07-29,,"Gedenken an Pater Paolo Dall´Oglio, Engagement für Frieden und Gerechtigkeit in Syrien. Ein Leben für Syrien",50.0,
Baden-Württemberg,Karlsruhe,2022-07-29,,Freiheit Religion mit Gesangs/Musik und Redebeiträge,8.0,
Baden-Württemberg,Karlsruhe,2022-07-30,,Bewegungsmeditation für den inneren und äußeren frieden und gegen die Erstarrung der Herzen,80.0,
Baden-Württemberg,Karlsruhe,2022-07-30,,"Aktiv für Frieden, Stopp der Vorbereitung eines 3. Weltkriegs",20.0,
Baden-Württemberg,Karlsruhe,2022-08-01,,Montagsdemo gegen Hartz IV und Sozialabbau,50.0,
Baden-Württemberg,Karlsruhe,2022-08-02,,"Stille Mahnwache für Frieden, Demokratie und Menschenrechte",8.0,
Baden-Württemberg,Karlsruhe,2022-08-04,,Maskenfreie Feststellung,47.0,
Baden-Württemberg,Karlsruhe,2022-08-06,,Gedenken des Hiroshima-Tages,10.0,
Baden-Württemberg,Karlsruhe,2022-08-06,,Waldschutz ist Artenschutz,5.0,
Baden-Württemberg,Karlsruhe,2022-08-11,,"„Maskenfreie Feststellung: Aus Eigennutz haben namhafte
deutsche Politiker*innen und deren Familienangehörigen viel Geld mit OP- und FFP2-Masken verdient.“",48.0,
Baden-Württemberg,Karlsruhe,2022-08-12,,"Wir verlangen die Einhaltung Artikel 20, Absatz 3, GG: Die Gesetzgebung ist an die verfassungsmäßige Ordnung, die vollziehende Gewalt und die Rechtsprechung sind an Gesetz und Recht gebunden. Wir fordern die Öffentlich Rechtlichen Medien und die Printmedien zu neutraler Berichtserstattung auf.Schluss mit einseitiger, manipulativer Berichterstattung und Haltungsjournalismus ",100.0,
Baden-Württemberg,Karlsruhe,2022-08-13,,"Freiheit - Religion, mit Musik und Rede",3.0,
Baden-Württemberg,Karlsruhe,2022-08-14,,Kidical Mass - Kinder-Fahrrad-Demo,50.0,
Baden-Württemberg,Karlsruhe,2022-08-15,,Montagsdemo gegen Hartz IV und Sozialabbau,50.0,
Baden-Württemberg,Karlsruhe,2022-08-16,,Greenpeace: Kein Essen in Trog und Trank,5.0,
Baden-Württemberg,Karlsruhe,2022-08-17,,Anti-Atom-Radtour,100.0,
Baden-Württemberg,Karlsruhe,2022-08-18,,Maskenfreie Feststellung,47.0,
Baden-Württemberg,Karlsruhe,2022-08-18,,Anti-Atom-Radtour,100.0,
Baden-Württemberg,Karlsruhe,2022-08-19,,Freiheit Religion ,8.0,
Baden-Württemberg,Karlsruhe,2022-08-20,,"Freiheit- Religion, mit Rede Musik",5.0,
Baden-Württemberg,Karlsruhe,2022-08-20,,Freiheit der christlichen Religion,20.0,
Baden-Württemberg,Karlsruhe,2022-08-20,,1. Senioren Schutz / Gegen Misshandlungen in Pflegeheimen. 2. Kinderschutz / Kinderschutz Konzepte,6.0,
Baden-Württemberg,Karlsruhe,2022-08-21,,Sundays for Peace ,100.0,
Baden-Württemberg,Karlsruhe,2022-08-21,,Bewegungsmeditation für den inneren und äußeren frieden und gegen die Erstarrung der Herzen,80.0,
Baden-Württemberg,Karlsruhe,2022-08-22,,Europäische Bürgerinitiative (EBI) gegen Tierversuche ,15.0,
Baden-Württemberg,Karlsruhe,2022-08-24,,Unabhänigkeitstag der Ukraine,500.0,
Baden-Württemberg,Karlsruhe,2022-08-25,,Maskenfreie Feststellung,48.0,
Baden-Württemberg,Karlsruhe,2022-08-26,,"Wir verlangen die Einhaltung Artikel 20, Absatz 3, GG: Die Gesetzgebung ist an die verfassungsmäßige Ordnung, die vollziehende Gewalt und die Rechtsprechung sind an Gesetz und Recht gebunden.  Wir fordern die Öffentlich Rechtlichen Medien und die Printmedien zu neutraler Berichterstattung auf. Schluss mit einseitiger, manipulativer Berichterstattung und Haltungsjournalismus.",78.0,
Baden-Württemberg,Karlsruhe,2022-08-26,,Critical Mass August,250.0,
Baden-Württemberg,Karlsruhe,2022-08-27,,9 Euro Ticket bleibt!,5.0,
Baden-Württemberg,Karlsruhe,2022-08-27,,Mache dich auf und werde Licht!,5.0,
Baden-Württemberg,Karlsruhe,2022-08-27,,"Freiheit- Religion, mit Rede Musik",4.0,
Baden-Württemberg,Karlsruhe,2022-08-27,,9-Euro-Ticket bleibt!,70.0,
Baden-Württemberg,Karlsruhe,2022-08-27,,Greenpeace: Der Amazonas brennt,5.0,
Baden-Württemberg,Karlsruhe,2022-08-31,,Gegen Kindesmissbrauch in der Kirche,2.0,
Baden-Württemberg,Karlsruhe,2022-08-31,,Freiheit-Religion,3.0,
Baden-Württemberg,Karlsruhe,2022-08-31,,Solidarität mit dem ÖRK und den Christen in Palästina,10.0,
Baden-Württemberg,Karlsruhe,2022-09-01,,Antikriegstag 2022: Stopp der Vorbereitung eines Weltkriegs,15.0,
Baden-Württemberg,Karlsruhe,2022-09-01,,Gedenktag: Ausbruch des 2. Weltkrieges (Antikriegstag),150.0,
Baden-Württemberg,Karlsruhe,2022-09-01,,"Maskenfreie Feststellung: Eltern, Großeltern und Nachbarn stehen gemeinsam für Frieden und Freiheit - das Leben in Deutschland soll durch eine vernünftige Innen- und Außenpolitik wieder lebenswert werden.",48.0,
Baden-Württemberg,Karlsruhe,2022-09-02,,Klimagerechtigkeit,300.0,
Baden-Württemberg,Karlsruhe,2022-09-02,,Freiheit Religion mit Gesangs/Musik und Redebeiträge,8.0,
Baden-Württemberg,Karlsruhe,2022-09-02,,Unterstützung der Ukraine im Krieg,15.0,
Baden-Württemberg,Karlsruhe,2022-09-05,,Auf die Straße gegen soziale Kälte! Gegen Preisexplosion für Umverteilung!,50.0,
Baden-Württemberg,Karlsruhe,2022-09-05,,"Montagsdemo gegen Hartz IV und Sozialabbau, Weg mit der Gasumlage, Aktiver Widerstand für den Weltfrieden - gegen alle Kriegstreiber!",50.0,
Baden-Württemberg,Karlsruhe,2022-09-06,,"Stille Mahnwache für Frieden, Demokratie und Menschenrechte",8.0,
Baden-Württemberg,Karlsruhe,2022-09-07,,Unterstützung der Ukraine im Krieg,30.0,
Baden-Württemberg,Karlsruhe,2022-09-08,,Maskenfreie Feststellung,48.0,
Baden-Württemberg,Karlsruhe,2022-09-09,,Religion - Freiheit,3.0,
Baden-Württemberg,Karlsruhe,2022-09-09,,Freiheit Religion mit Gesangs/Musik und Redebeiträge,8.0,
Baden-Württemberg,Karlsruhe,2022-09-10,,Tierrechte,15.0,
Baden-Württemberg,Karlsruhe,2022-09-10,,Religion - Freiheit,3.0,
Baden-Württemberg,Karlsruhe,2022-09-10,,"Meinungskundgabe ""Klimagesundes Essen für alle Menschen und die Erde""",5.0,
Baden-Württemberg,Karlsruhe,2022-09-10,,Gerechtigkeit für den Völkermord an den Tamilen in Sri Lanka,4.0,
Baden-Württemberg,Karlsruhe,2022-09-11,,"Kidical Mass Fahrradtour - Radfahrer fordern mit ihren Touren im Rahmen der weltweiten Kidical-Mass-Bewegung mehr Rechte für radfahrende Kinder und Familien, bessere Infrastruktur, mehr Sicherheit und mehr Platz im öffentlichen Verkehrsraum",50.0,
Baden-Württemberg,Karlsruhe,2022-09-12,,Auf die Straße gegen soziale Kälte ,100.0,
Baden-Württemberg,Karlsruhe,2022-09-15,,Maskenfreie Feststellung,48.0,
Baden-Württemberg,Karlsruhe,2022-09-16,,Freiheit Religion mit Gesangs/Musik und Redebeiträge,8.0,
Baden-Württemberg,Karlsruhe,2022-09-17,,Mache dich auf und werde Licht !,10.0,
Baden-Württemberg,Karlsruhe,2022-09-17,,"Religion - Liebe, Glaube, Hoffnung",3.0,
Baden-Württemberg,Karlsruhe,2022-09-17,,Bewegungsmeditation für den inneren und äußeren frieden und gegen die Erstarrung der Herzen,80.0,
Baden-Württemberg,Karlsruhe,2022-09-17,,"""Jugend bewegt Welt"": Informationsveranstaltung 17 UN Nachhaltigkeitsziele",200.0,
Baden-Württemberg,Karlsruhe,2022-09-19,,Auf die Straße gegen soziale Kälte! Für Umverteilung - Gegen Preisexplosion!,70.0,
Baden-Württemberg,Karlsruhe,2022-09-19,,"Montagsdemo gegen Hartz IV und Sozialabbau, Weg mit der Gasumlage, Aktiver Widerstand für den Weltfrieden - gegen alle Kriegstreiber!",50.0,
Baden-Württemberg,Karlsruhe,2022-09-22,,"Maskenfreie Feststellung: Großeltern, Eltern und Nachbarn hoffen, dass nach 32 Monaten verfehlter Politik die Verursacher - und nicht die Bürger - für die wirtschaftlichen und finanziellen Verluste sowie für die gesundheitlichen Impf-Schäden haften müssen. ",28.0,
Baden-Württemberg,Karlsruhe,2022-09-22,,Freiheit (Religion),10.0,
Baden-Württemberg,Karlsruhe,2022-09-23,,"Wir verlangen die Einhaltung Artikel 20, Absatz 3, GG: Die Gesetzgebung ist an die verfassungsmäßige Ordnung, die vollziehende Gewalt un die Rechtsprechung sind an Gesetz und Recht gebunden. Wir fordern die Öffentlich Rechtlichen Medien und die Printmedien zu neutraler Berichterstattung auf. Schluss mit einseitiger, manipulativer Berichterstattung und Haltungsjournalismus. ",78.0,
Baden-Württemberg,Karlsruhe,2022-09-23,,"Kundgebung für Ausgewogene Ernährung, Fleisch ist nicht böse",10.0,
Baden-Württemberg,Karlsruhe,2022-09-23,,Freiheit Religion mit Gesangs/Musik und Redebeiträge,8.0,
Baden-Württemberg,Karlsruhe,2022-09-23,,Globaler Klimastreik von Fridays for Future Karlsruhe,2000.0,
Baden-Württemberg,Karlsruhe,2022-09-24,,Tierrechte,10.0,
Baden-Württemberg,Karlsruhe,2022-09-24,,Muslimische Shiiten,150.0,
Baden-Württemberg,Karlsruhe,2022-09-24,,Glaubensfreiheit für Christen in einem bibelbezogenen Werteverständnis,50.0,
Baden-Württemberg,Karlsruhe,2022-09-24,,Menschenrechte Verteidigung im Iran,100.0,
Baden-Württemberg,Karlsruhe,2022-09-25,,Kidical Mass - bundesweites Aktionswochenende,80.0,
Baden-Württemberg,Karlsruhe,2022-09-26,,Auf die Straße gegen soziale Kälte! Für Umverteilung - Gegen Preisexplosion,70.0,
Baden-Württemberg,Karlsruhe,2022-09-28,,Safe Abortion Day,100.0,
Baden-Württemberg,Karlsruhe,2022-09-29,,"Maskenfreie Feststellung: Dem 1. + 2. Senat des Deutschen Bundesverfassungsgerichts, unter dem Vorsitz von Stephan Harbarth, war und ist es bewusst, dass die COVID-19-Impfstoffe tödliche Nebenwirkungen haben.",28.0,
Baden-Württemberg,Karlsruhe,2022-09-30,,Mehr Raum fürs Rad- Critical Mass,250.0,
Baden-Württemberg,Karlsruhe,2022-09-30,,Freiheit Religion mit Gesangs/Musik und Redebeiträge,8.0,
Baden-Württemberg,Karlsruhe,2022-10-01,,"Religion - Liebe, Glaube, Hoffnung",3.0,
Baden-Württemberg,Karlsruhe,2022-10-01,,Iran im Aufbruch,200.0,
Baden-Württemberg,Karlsruhe,2022-10-04,,"Stille Mahnwache für Frieden, Demokratie und Menschenrechte",8.0,
Baden-Württemberg,Karlsruhe,2022-10-05,,Ampeldemo für Tierrechte,10.0,
Baden-Württemberg,Karlsruhe,2022-10-06,,solidarische Perspektive statt Krisen und Vereinzelung,40.0,
Baden-Württemberg,Karlsruhe,2022-10-06,,Maskenfreie Feststellung: Wir sind eine Menschheitsfamilie. Die Erde ist fruchtbar und schön. Statt Geld für cum-ex und Tötungsmaschenerie hätte auch Geld für Bewässerungsanlagen fließen können. Wozu sind Kriege da? ,28.0,
Baden-Württemberg,Karlsruhe,2022-10-07,,Für Frieden und bezahlbare Energie,80.0,
Baden-Württemberg,Karlsruhe,2022-10-07,,Genehmigung des Braunkohleabbaus in Lützerath,50.0,
Baden-Württemberg,Karlsruhe,2022-10-08,,"Johannes 3, 16-18",10.0,
Baden-Württemberg,Karlsruhe,2022-10-08,,Tierrechte,10.0,
Baden-Württemberg,Karlsruhe,2022-10-08,,Religion- Für ein christliches Miteinander,3.0,
Baden-Württemberg,Karlsruhe,2022-10-08,,Iran im Aufruhr,200.0,
Baden-Württemberg,Karlsruhe,2022-10-08,,Bewegungsmeditation für den inneren und äußeren Frieden und gegen die Erstarrung der Herzen,80.0,
Baden-Württemberg,Karlsruhe,2022-10-08,,Solidarität mit dem Kampf der Frauen im Iran,150.0,
Baden-Württemberg,Karlsruhe,2022-10-10,,Russland ist ein Terrorstaat,200.0,
