event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
DEU12548,23 May 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Tempelhof-Schoneberg,52.4406,13.3738,1,Der Tagesspiegel,Subnational,"On 23 May 2022, people protested in Berlin - Tempelhof-Schoneberg against coronavirus measures and the mandatory vaccination.",0,crowd size=no report,1654013072,6230,56529,257324,6230
DEU12541,23 May 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Lichtenberg,52.5197,13.4951,1,Der Tagesspiegel,Subnational,"On 23 May 2022, 100 people protested in Berlin - Lichtenberg against coronavirus measures and the mandatory vaccination.",0,crowd size=100,1654013072,8770,35674,244622,8770
DEU12543,23 May 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Extinction Rebellion,Other,"On 23 May 2022, people protested outside the Bayer facilities in Berlin - Mitte and accused Bayer of jeopardizing the supply security through the intensive use of fertilizers and pesticides that impoverish soils, kill insect populations and poison water cycles.",0,crowd size=no report,1654013072,23758,43085,138805,23758
DEU12568,23 May 2022,2022,1,Demonstrations,Riots,Violent demonstration,Rioters (Germany),,5,Civilians (Germany),Journalists (Germany); Police Forces of Germany (2021-); Protesters (Germany); Grannies Against the Right (Germany); Women (Germany),7,57,,276,Europe,Germany,Berlin,Berlin,,Berlin - Pankow,52.566,13.4031,1,Der Tagesspiegel,Subnational,"On 23 May 2022, around 600 people demonstrated in Berlin - Pankow against coronavirus measures and mandatory vaccination. The demonstration was part of city-wide demonstrations in all twelve districts of the city. There were reports of physical altercations against the press and reports of residents pouring water on demonstrators in Pankow. The police at some point encircled some 150 demonstrators, who later broke up the police cordon. Meanwhile, around 80 people gathered at the call of Grannies against the Right in front of the Pankow town hall against conspiracy ideologies and corona deniers. A vigil against conspiracy ideologies also took place in Prenzlauer Berg.",0,crowd size=around 680,1665522058,12800,67128,247194,67128
DEU12542,23 May 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),The Third Path,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Marzahn-Hellersdorf,52.5223,13.5876,1,Der Tagesspiegel,Subnational,"On 23 May 2022, around 120 people protested in Berlin - Marzahn-Hellersdorf against coronavirus measures. Neo-Nazis and members of the Third Path allegedly joined the protest.",0,crowd size=around 120,1680633685,13829,39797,196861,13829
DEU12544,23 May 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Der Tagesspiegel,Subnational,"On 23 May 2022, hundreds of people protested Berlin - Mitte at the call of far-right 'Patriotic Opposition Europe' against coronavirus measures and the mandatory vaccination.",0,crowd size=hundreds,1680633685,23758,43085,138805,23758
DEU12549,23 May 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,Protesters (Germany),,6,66,,276,Europe,Germany,Berlin,Berlin,,Berlin - Treptow-Kopenick,52.4175,13.6006,1,Der Tagesspiegel,Subnational,"On 23 May 2022, hundreds of people protested in Berlin - Treptow-Kopenick against coronavirus measures and the mandatory vaccination. Meanwhile, counterdemonstrators commemorated the victims of the corona pandemic with candles in front of the Kopenick town hall.",0,crowd size=hundreds,1707254000,788,7763,101993,788
DEU12533,22 May 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost,Subnational,"On 22 May 2022, about 450 people protested in Berlin - Mitte at the Brandenburg Gate to call for peace in Ukraine. People waved Ukrainian flags and wore the colors of the Ukrainian flag.",0,crowd size=about 450,1680633819,23758,43085,138805,23758
DEU12532,22 May 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Ukrainian Group (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost,Subnational,"On 22 May 2022, hundreds of members of a Ukrainian association and activists protested in Berlin - Mitte to demand the installation of an energy embargo against Russia. Protesters marched through Berlin-Mitte to the Platz des 18. Maerz and denounced Germany's involvement in financing the war in Ukraine.",0,crowd size=hundreds,1680633819,23758,43085,138805,23758
DEU12527,21 May 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Neukolln,52.481,13.4354,1,Berliner Zeitung,National,"On 21 May 2022, several dozen people protested in Berlin - Neukolln Hermannplatz against Israeli policy. Protesters denounced the treatment of Palestinians and the recent death of a female journalist who was killed on 11 May. Protesters accused police forces of killing the journalist.",0,crowd size=several dozen,1654013072,13710,46714,192787,13710
DEU12516,19 May 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Der Tagesspiegel,Subnational,"On 19 May 2022, people demonstrated and gathered for a protest for 24 hours in Berlin - Mitte against budget cuts in the education sector.",0,crowd size=no report,1701200405,23758,43085,138805,23758
DEU12926,15 May 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Der Tagesspiegel,Subnational,"On 15 May 2022, around 35 people demonstrated in Berlin - Mitte to denounce the death of a Palestinian reporter from the Al-Jazeera TV channel. The journalist had been killed by gunfire during an Israeli military operation in the West Bank.",0,crowd size=around 35,1701200403,23758,43085,138805,23758
DEU12468,14 May 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),ADFC: German Bicycle Club; Critical Mass,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin,52.5244,13.4105,1,Berliner Morgenpost,Subnational,"On 14 May 2022, several hundred people, mostly parents, demonstrated and cycled across Berlin at the call of ADFC to demand safer routes to schools and for bicycles. This was part of the international project 'Critical Mess', under the motto 'We own the street'.",0,crowd size=several hundred,1653405899,12073,36969,140800,12073
DEU12504,14 May 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Neukolln,52.481,13.4354,1,Der Tagesspiegel,Subnational,"On 14 May 2022, around 65 people demonstrated in Berlin - Neukolln to defend Palestinian human rights. They gathered on the occasion of Nakba Day. They also denounced the killing by the Israeli army of an Al Jazeera journalist in Jenin.",0,crowd size=around 65,1653405899,13710,46714,192787,13710
DEU12520,14 May 2022,2022,1,Demonstrations,Riots,Violent demonstration,Rioters (Germany),Kurdish Ethnic Group (Germany),5,Police Forces of Germany (2021-),,1,15,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost; Berliner Zeitung; Der Tagesspiegel,Subnational-National,"On 14 May 2022, around 700 people, including the Kurdish community, demonstrated in Berlin - Mitte against attacks by the Turkish state in northern Iraq, Kurdistan. 13 people were temporarily arrested. One officer was slightly injured after being hit by a bottle. Young participants had attacked the police forces with punches, kicks, flagpoles and placards.",0,crowd size=around 700,1701200405,23758,43085,138805,43085
DEU12466,12 May 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Presseportal,National,"On 12 May 2022, people, mostly Kindernothilfe (KNH) members, demonstrated opposite the Brandenburg Gate in Berlin - Mitte to call for better living conditions for all refugees worldwide.",0,crowd size=no report,1701200405,23758,43085,138805,23758
DEU12456,08 May 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,Protesters (Germany),Russian Group (Germany),6,66,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Dresdner Neueste Nachrichten; Mitteldeutschen Zeitung,National,"On 8 May 2022, a few dozen pro-Russia demonstrators gathered at Tiergarten in Berlin - Mitte and booed the Ukrainian Ambassador, who laid a wreath at the Soviet Memorial in memory of Ukrainian soldiers who died in World War II, on the occasion of Victory in Europe Day. They called for the ambassador to leave. Counter-demonstrators, including members of the Russian community, replied with chants in support of Ukraine.",0,crowd size=at least a few dozen,1701200405,23758,43085,138805,23758
DEU12451,07 May 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin,52.5244,13.4105,1,Berliner Zeitung; Bocholter-Borkener Volksblatt,National,"On 7 May 2022, around 200 people demonstrated in Berlin for the legalization of cannabis. Demonstrators called the event the 'Global Marijuana March'.",0,crowd size=around 200,1652800167,12073,36969,140800,12073
DEU12409,01 May 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Charlottenburg-Wilmersdorf,52.5079,13.2639,1,Solinger-Tageblatt,National,"On 1 May 2022, around 10,000 cyclists demonstrated in Berlin - Charlottenburg-Wilmersdorf (Grunewald district) for a better redistribution of wealth and fair rents.",0,"crowd size=around 10,000",1652198395,5208,47766,197338,5208
DEU12408,01 May 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Neukolln,52.481,13.4354,1,Solinger-Tageblatt,National,"On 1 May 2022, pro-Palestinians demonstrated in Neukolln (Berlin - Neukolln) to call for a Free Palestine and condemn Israel's policies.",0,crowd size=no report,1701200403,13710,46714,192787,13710
DEU17987,01 May 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Solinger-Tageblatt,National,"On 1 May 2022, pro-Palestinians demonstrated in Kreuzberg (Berlin - Friedrichshain-Kreuzberg) to call for a Free Palestine and condemn Israel's policies.",0,crowd size=no report,1701200404,11630,45775,127493,11630
DEU12414,01 May 2022,2022,1,Demonstrations,Riots,Violent demonstration,Rioters (Germany),Black Bloc,5,Police Forces of Germany (2021-),Civilians (Germany); Government of Germany (2021-),1,15,,276,Europe,Germany,Berlin,Berlin,,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Helmstedter Nachrichten; Solinger-Tageblatt,National,"On 1 May 2022, around 14,000 people, including far-left members and Black Bloc, demonstrated in a march from Neukolln to Kreuzberg (Berlin - Friedrichshain-Kreuzberg) for a 'revolutionary' Labor Day. Clashes broke out between demonstrators and police officers. Demonstrators threw bottles, firecrackers, Bengal fires, and police officers used tear gas. Around 30 police officers were injured. A garbage can and a car were set on fire. Berlin's mayor (SPD) was insulted and targeted with an egg thrown at her.",0,"crowd size=around 14,000; local administrators",1701200405,11630,45775,127493,45775
DEU12406,30 April 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Berliner Morgenpost,Subnational,"On 30 April 2022, around 200 people demonstrated in Berlin - Friedrichshain-Kreuzberg against the police station planned to open in 2023.",0,crowd size=around 200,1652198393,11630,45775,127493,11630
DEU12402,24 April 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Marzahn-Hellersdorf,52.5223,13.5876,1,Berliner Morgenpost,Subnational,"On 24 April 2022, several dozen people demonstrated in Berlin - Marzahn-Hellersdorf (Ahrensfelde district) against the war in Ukraine, and condemned the Russian government of war crimes.",0,crowd size=several dozen,1690902461,13829,39797,196861,13829
DEU12417,23 April 2022,2022,1,Demonstrations,Riots,Violent demonstration,Rioters (Germany),,5,Civilians (Germany),Journalists (Germany); Police Forces of Germany (2021-),7,57,,276,Europe,Germany,Berlin,Berlin,,Berlin - Neukolln,52.481,13.4354,1,Berliner Morgenpost; Ostsee Zeitung,Subnational-National,"On 23 April 2022, around 500 pro-Palestinian activists demonstrated in Berlin - Neukolln (Berlin), marching from Kreuzberg to Neukolln, during a pro-Palestinian demonstration against Israeli aggressions in Jerusalem against Palestinians. People shouted anti-journalist slogans and two journalists (according to the police) were harassed, insulted and physically excluded by the organizer. According to journalists' unionists, 6 journalists and observers were also physically attacked, including attacks on equipment. 2 people were arrested.",0,crowd size=around 500,1701200403,13710,46714,192787,46714
DEU12446,23 April 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin,52.5244,13.4105,1,Rheinische Post,National,"On 23 April 2022, more than 1,000 people demonstrated in Berlin city (Berlin), against the prohibition of and for the legalization of cannabis.",0,"crowd size=more than 1,000",1701200405,12073,36969,140800,12073
DEU12416,22 April 2022,2022,1,Demonstrations,Riots,Violent demonstration,Rioters (Germany),,5,Police Forces of Germany (2021-),,1,15,,276,Europe,Germany,Berlin,Berlin,,Berlin - Neukolln,52.481,13.4354,1,Berlin Online,National,"On 22 April 2022, more than 750 people demonstrated at several places in Berlin - Neukolln (Berlin), against Israeli aggressions in Jerusalem. Demonstrators gathered at Neukolln town hall and Sonnenallee near Tellstrase, burning pyrotechnic products, firecrackers, and threw cobble stones at police officers. 2 officers were injured. One man was arrested.",0,crowd size=more than 750,1701200405,13710,46714,192787,46714
