event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
DEU12981,13 August 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Mitteldeutschen Zeitung; Berliner Zeitung,National,"On 13 August 2022, around 1,500 people demonstrated near the Red City Hall to the Reichstag building in Berlin - Mitte for the legalization of cannabis (marijuana, hashish).",0,"crowd size=around 1,500",1663082827,23758,43085,138805,23758
DEU12945,06 August 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Zeitung,National,"On 6 August 2022, activists of the '#IamPoorAffected' demonstrated in front of the Red City Hall in Berlin - Mitte to call for support for people with low incomes in the face of rising energy and food prices, as well as inflation. Demonstrators demanded the redistribution of existing resources and were against the growing gap between the rich and poor. The event was part of a national day of protests called by the 'OneWorryLess' Foundation.",0,crowd size=no report,1660658414,23758,43085,138805,23758
DEU12949,06 August 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Querdenken,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Pankow,52.566,13.4031,1,Der Tagesspiegel,Subnational,"On 6 August 2022, around 300 people, mostly Querdenken members, demonstrated in Berlin - Pankow (Mauerpark) to show their solidarity with the imprisoned 'Querdenken' founder and call for his release. They celebrated the 2nd anniversary of the Querdenken movement.",0,crowd size=around 300,1677617810,12800,67128,247194,12800
DEU12962,06 August 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),MLPD: Marxist-Leninist Party of Germany; IB: Internationalist Alliance; REBELL: Youth League Rebel; FVC: Women Association Courage; Women (Germany); IGM: Industrial Union of Metalworkers; Labor Group (Germany); Grannies Against the Right (Germany); Ver.di: United Services Union,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Rote Fahne,National,"On 6 August 2022, between 60 and 80 people, including members of MLPD, FVC, REBELL, IB, IGM, Grannies Against the Right, and Ver.di, demonstrated in Berlin - Mitte (Moabit district) against the war in Ukraine, nuclear weapons, and the threat of nuclear wars. They had gathered on the occasion of the 77th anniversary of the Hiroshima and Nagasaki nuclear bombings in Japan.",0,crowd size=between 60 and 80,1680633818,23758,43085,138805,23758
DEU12932,04 August 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Labor Group (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Tempelhof-Schoneberg,52.4406,13.3738,1,Rbb24; Mitteldeutschen Zeitung,Subnational-National,"On 4 August 2022, at the call of the 'Lebenslaute' environmental initiative, around 100 musicians blocked traffic (highway A103), demonstrated, and performed a concert in Berlin - Tempelhof-Schoneberg. They denounced the city's traffic policies, fossil fuel, and called for climate protection.",0,crowd size=around 100,1680633697,6230,56529,257324,6230
DEU12933,04 August 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Labor Group (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Treptow-Kopenick,52.4175,13.6006,1,Mitteldeutschen Zeitung,National,"On 4 August 2022, at the call of the 'Lebenslaute' environmental initiative, several dozen musicians demonstrated and occupied a highway construction site in Berlin - Treptow-Kopenick. They denounced the city's traffic policies, fossil energies, and called for climate protection.",0,crowd size=several dozen,1707254000,788,7763,101993,788
DEU12929,01 August 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Campact; FFF: Fridays for Future; Students (Germany); Women (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost; Berliner Zeitung,Subnational-National,"On 1 August 2022, at the call of Campact, nearly 30 demonstrators, including Grandmas For Future (FFF), demonstrated in front of the Federal Ministry of Finance in Berlin - Mitte to demand the extension of a 9-euro national public transport ticket, demanding free public transportation for the population. Demonstrators also called for climate protection and criticized the Finance Minister (FDP).",0,crowd size=nearly 30,1680633697,23758,43085,138805,23758
DEU12936,01 August 2022,2022,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Querdenken; Students (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Zeitung; Der Tagesspiegel,Subnational-National,"On 1 August 2022, between 1,200 (according to the police) and 5,700 (according to organizers) people, including Querdenken members, students and alleged pro-Russian demonstrators opposed to Germany's military support of Ukraine amid the ongoing war, demonstrated in Berlin - Mitte from the Reichstag building through several districts of City East back to the seat of the Bundestag, against coronavirus-related measures and for the release of the founder of the 'Querdenken' movement, calling for more democracy, self-determination, and freedom, and chanting slogans such as 'Lying Press'. One person was temporarily arrested for denigrating deceased people. They gathered on the occasion of the 2nd anniversary of the 1st nationwide Querdenken demonstration, on 1 August 2020.",0,"crowd size=between 1,200 and 5,700",1701200405,23758,43085,138805,23758
DEU12935,30 July 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Querdenken,6,Protesters (Germany),Grannies Against the Right (Germany); Women (Germany),6,66,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost; Berliner Zeitung,Subnational-National,"On 30 July 2022, between 450 and 1,200 people, mostly Querdenken members, demonstrated at the Brandenburg Gate in Berlin - Mitte against coronavirus-related measures and for the release of the founder of the 'Querdenken' movement. Demonstrators called for an unrestricted restoration of all basic rights. Around 50 people, including Grannies Against the Right members, gathered for a counter-protest.",0,"crowd size=between 500 and 1,250",1677617810,23758,43085,138805,23758
DEU12892,23 July 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),LGBTQ+ (Germany); Protesters (International); Protesters (Ukraine); Government of Germany (2021-); The Left (Germany); LGBTQ+ (International),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Redaktionsnetzwerk Deutschland; Rheinische Post; Helmstedter Nachrichten,National,"On 23 July 2022, around 150,000 people 'from all over the world', including members of the LGBT community, elected officials, The Left members, and Ukrainians, demonstrated throughout Berlin - Mitte (from Spittelmarkt to the Brandenburg Gate) for LGBT rights and to denounce violence against the queer community. Demonstrators were also against the war in Ukraine. The motto of the event was 'United in Love - Against Hate, War and Discrimination'.",0,"crowd size=around 150,000",1680633818,23758,43085,138805,23758
DEU12825,15 July 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Tempelhof-Schoneberg,52.4406,13.3738,1,Mitteldeutschen Zeitung,National,"On 15 July 2022, around 50 people, mostly ALG members, demonstrated Berlin - Tempelhof-Schoneberg and blocked a highway exit to call for climate protection.",0,crowd size=around 50,1690902461,6230,56529,257324,6230
DEU12824,12 July 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin,52.5244,13.4105,1,Berliner Zeitung,National,"On 12 July 2022, members of ALG demonstrated and blocked road A100 in Berlin to call for climate protection and more concrete measures.",0,crowd size=no report,1690902461,12073,36969,140800,12073
DEU12823,11 July 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Charlottenburg-Wilmersdorf,52.5079,13.2639,1,Berliner Zeitung; Der Tagesspiegel,Subnational-National,"On 11 July 2022, around 40 members of ALG blocked traffic, glued themselves to roads in 5 different places, and demonstrated in Berlin - Charlottenburg-Wilmersdorf (around the road A100) for better climate protection and a coal phase-out. 24 people were arrested. One refuse worker affected by one of the roadblocks grabbed a female climate activist from the group and pulled her off the road.",0,crowd size=around 40,1690902461,5208,47766,197338,5208
DEU12855,09 July 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Labor Group (Germany); Labor Group (Ukraine); Protesters (Ukraine),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin,52.5244,13.4105,1,Badische-Zeitung; Dresdner Neueste Nachrichten,National,"On 9 July 2022, between 200,000 (according to the police) and 400,000 (according to organizers) people, including Ukrainian DJs, and artists, demonstrated throughout Berlin for an unconditional basic income for artists, the inclusion of Berlin's techno culture in the UNESCO heritage, and against bans on dancing on Christian holidays. The event was also a peaceful celebration directed against war and violence amid the war in Ukraine. This demonstration was inspired by Berlin techno parades from the 1990s and was called 'Rave The Planet' or 'Love Parade'.",0,"crowd size=between 200,000 and 400,000",1680633864,12073,36969,140800,12073
DEU12870,09 July 2022,2022,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Aachener Zeitung; Mitteldeutschen Zeitung,National,"On 9 July 2022, around 10 members of ALG demonstrated in front of the German Chancellor's Office in Berlin - Mitte to call for more climate protection and against fossil oil energies. Demonstrators were arrested by police officers after having dumped black paint on a lawn.",0,crowd size=around 10,1690902461,23758,43085,138805,23758
DEU12791,08 July 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Pankow,52.566,13.4031,1,Berliner Zeitung,National,"On 8 July 2022, about 10 ALG activists demonstrated and blocked the Prenzlauer Promenade/Granitzstrasse highway exit in Berlin - Pankow to call for more climate protection. Some demonstrators glued themselves to the road.",0,crowd size=about 10,1690902461,12800,67128,247194,12800
DEU12792,08 July 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Zeitung,National,"On 8 July 2022, ALG activists demonstrated and blocked traffic at the Kurt-Schumacher-Damm A111 highway exit in Berlin - Mitte to call for climate protection.",0,crowd size=no report,1690902461,23758,43085,138805,23758
DEU12803,08 July 2022,2022,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Steglitz-Zehlendorf,52.428,13.2317,1,Berliner Zeitung,National,"On 8 July 2022, in the morning, members of ALG demonstrated and blocked traffic at several highway exits in Berlin - Steglitz-Zehlendorf to call for climate protection. Eight demonstrators were temporarily arrested and checked by the police.",0,crowd size=no report,1690902461,7837,24874,102821,7837
DEU12817,08 July 2022,2022,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Tempelhof-Schoneberg,52.4406,13.3738,1,Berliner Zeitung,National,"On 8 July 2022, ALG activists demonstrated and blocked traffic at the Sachsendamm highway exit in Berlin - Tempelhof-Schoneberg to call for climate protection. Some demonstrators were temporarily arrested and checked by the police.",0,crowd size=no report,1690902461,6230,56529,257324,6230
DEU12790,07 July 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin,52.5244,13.4105,1,Mitteldeutschen Zeitung,National,"On 7 July 2022, around 30 members of ALG demonstrated and blocked traffic in several places in Berlin to call for climate protection.",0,crowd size=around 30,1690902461,12073,36969,140800,12073
DEU12789,06 July 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin,52.5244,13.4105,1,Der Tagesspiegel,Subnational,"On 6 July 2022, around 50 people, mostly members of ALG, demonstrated, blocked traffic, and glued themselves on several roads along the A111 in Berlin to call for more climate protection and a coal phase-out.",0,crowd size=around 50,1701200405,12073,36969,140800,12073
DEU12811,05 July 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Protesters (Sweden); Last Generation (Germany); Scientist Rebellion; Labor Group (Germany); Protesters (Australia),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin,52.5244,13.4105,1,Berliner Zeitung; Der Tagesspiegel,Subnational-National,"On 5 July 2022, around 40 people, including members of ALG, Scientist Rebellion, scientists, an Australian national, and people who came from Sweden, demonstrated in Berlin and blocked traffic on the road in several places (Reinickendorf, Pankow, Steglitz) to call for more climate protection. Some glued themselves on several stretches of highways during rush hour. Some motorists snatched the demonstrators' placards and threatened them.",0,crowd size=around 40,1701200405,12073,36969,140800,12073
DEU12800,04 July 2022,2022,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Charlottenburg-Wilmersdorf,52.5079,13.2639,1,Berliner Morgenpost; Berliner Zeitung; Der Tagesspiegel,Subnational-National,"On 4 July 2022, around 30 members of ALG demonstrated in Berlin - Charlottenburg-Wilmersdorf and blocked traffic at the at the Seestrasse/Beusselstrasse exit on highway 100 and at the level of the Goerdelersteg to call for more climate protection. Around 5 demonstrators glued themselves on the highway (A100) and were arrested.",0,crowd size=around 30,1701200405,5208,47766,197338,5208
DEU12787,02 July 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Der Tagesspiegel,Subnational,"On 2 July 2022, members of ALG demonstrated in Berlin - Mitte in front of the Federal Chancellery building to raise awareness about the consequences of climate change for children.",0,crowd size=no report,1690902461,23758,43085,138805,23758
DEU12795,02 July 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),SDAJ: Socialist German Workers Youth; Students (Germany); DKP: German Communist Party; Grannies Against the Right (Germany); Women (Germany); Antifa; GEW: German Education Union; Teachers (Germany); Ver.di: United Services Union; Labor Group (Germany); VVN-BdA: Association of Persecutees of the Nazi Regime/Federation of Antifascists; MLPD: Marxist-Leninist Party of Germany; The Left (Germany); REBELL: Youth League Rebel; FVC: Women Association Courage; IB: Internationalist Alliance; ATIK: Confederation of Workers from Turkey in Europe; Labor Group (Turkey); Protesters (Palestine); Protesters (Italy); S.I. COBAS: Inter-category Trade Union; Labor Group (Italy),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost; Berliner Zeitung; RGA; Rote Fahne,Subnational-National,"On 2 July 2022, between 1,400 and 4,000 people, including students, employees (Siemens, Thyssen, Volkswagen), communists, anti-militarists, Palestinians, dockworkers, Grannies Against the Right, Antifa, members of SDAJ, GEW, Ver.di, VVN-BdA, MLPD, IB, The Left, FVC, and ATIK, demonstrated in Bebelplatz in Berlin - Mitte for peace in Ukraine and against the rearmament amid the war in Ukraine. Demonstrators were against the government's decision to dedicate 100 billion euros to military spending and called for the funds to be used on social welfare, health, education, culture, and climate protection. The demonstration was organized by a group called 'Civilian change of times' (ZZ).",0,"crowd size=between 1,400 and 4,000",1701200405,23758,43085,138805,23758
DEU12807,01 July 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Labor Group (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Der Tagesspiegel,Subnational,"On 1 July 2022, Gorillas workers blocked their company's warehouse and demonstrated in Berlin - Friedrichshain-Kreuzberg to complain about unpaid wages.",0,crowd size=no report,1657642645,11630,45775,127493,11630
DEU12785,30 June 2022,2022,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin,52.5244,13.4105,1,Berliner Morgenpost; Hannoversche Allgemeine,Subnational-National,"On 30 June 2022, 43 people, members of ALG, demonstrated and blocked traffic on several roads (A111, A100, A113) in Berlin to call for climate protection. Demonstrators said that a demonstrator was kicked to the head by police officers who pushed and shoved them. The victim suffered a broken collarbone and a mild concussion, and the police confirmed that one demonstrator was injured.",0,crowd size=43,1690902461,12073,36969,140800,12073
DEU12775,29 June 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin,52.5244,13.4105,1,Berliner Morgenpost,Subnational,"On 29 June 2022, members of ALG blocked traffic on the A100 highway in Berlin to call for climate protection.",0,crowd size=no report,1690902461,12073,36969,140800,12073
DEU12776,29 June 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Teachers (Germany); GEW: German Education Union,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost,Subnational,"On 29 June 2022, around 2,500 teachers demonstrated in Berlin - Mitte (Berlin), at Dorothea-Schlegel-Platz, at the call of GEW to call for smaller classes to relieve the teachers. They also wanted to enforce a collective agreement on health protection that regulates class sizes in a binding manner.",0,"crowd size=around 2,500",1701200405,23758,43085,138805,23758
DEU12770,27 June 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),XR: Extinction Rebellion,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost; Berliner Zeitung,Subnational-National,"On 27 June 2022, between 40 and 80 people demonstrated in Berlin - Mitte, in front of the Ministry of Finance, against the G7 Summit happening in Bavaria (Munchen) and for climate protection. Some glued themselves to the building.",0,crowd size=between 40 and 80,1690902461,23758,43085,138805,23758
DEU12713,22 June 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost; Berliner Zeitung,Subnational-National,"On 22 June 2022, around 20 people, mostly ALG members, demonstrated in Berlin - Mitte in front of the German Chancellery to call for climate protection and against drilling. Demonstrated smeared a wall of the Federal Chancellery with black liquid to symbolize the call to 'save oil instead of drilling'.",0,crowd size=around 20,1690902461,23758,43085,138805,23758
DEU12712,21 June 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Last Generation (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin,52.5244,13.4105,1,Der Tagesspiegel,Subnational,"On 21 June 2022, dozens of people, including ALG members, demonstrated in Berlin to call for more climate protection. Demonstrators called on the government to implement concrete solutions to tackle climate change. Demonstrators glued themselves on the road and blocked several highway exits (A100, A111, A103) in western Berlin. Some passers-by who didn't want to be stuck in traffic tried to push away demonstrators.",0,crowd size=dozens,1690902461,12073,36969,140800,12073
DEU12711,20 June 2022,2022,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin,52.5244,13.4105,1,Berliner Morgenpost; Merkur,Subnational-National,"On 20 June 2022, around 80 people, including ALG members, demonstrated in Berlin to call for more climate protection. Demonstrators called on the government to implement concrete solutions to tackle climate change. 5 people blocked several highway exits in western Berlin. Around 75 people were arrested.",0,crowd size=around 80,1690902461,12073,36969,140800,12073
DEU12710,18 June 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),ADFC: German Bicycle Club; BUND: German Federation for the Environment and Nature Conservation,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Treptow-Kopenick,52.4175,13.6006,1,Berliner Morgenpost; Der Tagesspiegel,Subnational,"On 18 June 2022, people, including ADFC and BUND members, demonstrated in Berlin - Treptow-Kopenick (Berlin), gathering at Treptower Park, to call for fewer cars and more climate-friendly mobility. Demonstrators were against the further construction of a highway (A100). This demonstration was part of a national movement called 'Mobility without cars'.",0,crowd size=no report,1707254000,788,7763,101993,788
DEU12705,17 June 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Passauer Neue Presse; Rhein-Neckar-Zeitung,National,"On 17 June 2022, a small group of climate activists demonstrated in Berlin - Friedrichshain-Kreuzberg in front of the Willy Brandt House (SPD headquarters) to question the Chancellor's actions concerning climate protection and ask for more. The event was organized by Sand im Getriebe environmental activists.",0,crowd size=a small group,1680633805,11630,45775,127493,11630
DEU12681,12 June 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),ADFC: German Bicycle Club,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin,52.5244,13.4105,1,Der Tagesspiegel; Berliner Zeitung,Subnational-National,"On 12 June 2022, between 15,000 people (according to the police) and 30,000 people (according to organizers) from Brandenburg, Frankfurt (Oder), Furstenwalde, Erkner, and Treptow, demonstrated in Berlin at the call of ADFC for better conditions for cycling. Demonstrators called for implementing a traffic turnaround and improving the bicycle network citywide.",0,"crowd size=between 15,000 and 30,000",1655827138,12073,36969,140800,12073
DEU12664,10 June 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Neukolln,52.481,13.4354,1,Berliner Zeitung,National,"On 10 June 2022, around 100 people demonstrated in Berlin - Neukolln to express solidarity with Palestine on the occasion of 'Al-Naksa' Day. Demonstrators commemorated the 6-day war in 1967 and the subsequent occupation of large parts of historic Palestine by Israeli troops.",0,crowd size=around 100,1655223228,13710,46714,192787,13710
DEU12672,10 June 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,KSTA - Kolner Stadt-Anzeiger; WDR,National,"On 10 June 2022, nearly 60 residents of Leverkusen demonstrated in Berlin - Mitte (Berlin), in front of the Federal Ministry of Transport, against the planned above-ground expansion of the A1 and A3 highways in Leverkusen.",0,crowd size=nearly 60,1701200405,23758,43085,138805,23758
DEU12652,06 June 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Zeitung,National,"On 6 June 2022, a few hundred people, including cyclists, demonstrated in Berlin - Mitte against compulsory coronavirus vaccination.",0,crowd size=a few hundred,1655223228,23758,43085,138805,23758
DEU12636,04 June 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Labor Group (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Charlottenburg-Wilmersdorf,52.5079,13.2639,1,Berliner Zeitung,National,"On 4 June 2022, around 150 people, mostly sex workers, demonstrated in Berlin - Charlottenburg-Wilmersdorf to demand that sex workers be heard on the laws that affect them. Demonstrators gathered on the occasion of the International Sex Workers' Day.",0,crowd size=around 150,1655223228,5208,47766,197338,5208
DEU12649,04 June 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Pankow,52.566,13.4031,1,RIAS,New media,"On 4 June 2022, people demonstrated in Berlin - Pankow (Berlin), at Mauerpark, against coronavirus-related measures and coronavirus vaccines. Some demonstrators trivialized the Holocaust.",0,crowd size=no report,1701200405,12800,67128,247194,12800
DEU12587,31 May 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Querdenken,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Pankow,52.566,13.4031,1,Sachsische Zeitung,National,"On 31 May 2022, Querdenken members demonstrated in Berlin - Pankow to spread the idea that the German government is staging a new 'virus' (monkey pox) for the introduction of a new vaccination campaign. Demonstrators called the virus an invention and slowed down traffic.",0,crowd size=no report,1677617810,12800,67128,247194,12800
DEU12591,29 May 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Women (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Pankow,52.566,13.4031,1,Berliner Morgenpost; Berliner Zeitung,Subnational-National,"On 29 May 2022, between 200 and 250 people, including members of 'Women's Alliance', demonstrated in Berlin - Pankow to denounce the death of a woman allegedly killed by her ex-husband. Demonstrators called for more protection for women from violence as the victim was denied protection. The feminicide happened on 29 April 2022.",0,crowd size=between 200 and 250,1654617973,12800,67128,247194,12800
DEU12622,28 May 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Der Tagesspiegel,Subnational,"On 28 May 2022, around 400 people demonstrated in Berlin - Mitte against the eviction of the Kopi housing project and self-managed social center. People occupied an old building (on Kopenick Street 133-136-137). There was also a concert.",0,crowd size=around 400,1654617973,23758,43085,138805,23758
DEU12618,28 May 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost; Berliner Zeitung,Subnational-National,"On 28 May 2022, around 400 people demonstrated opposite the Federal Chancellary in Berlin - Mitte to call for Ukraine's accession to the European Union and an energy embargo on Russia amid the war in Ukraine.",0,crowd size=around 400,1701200405,23758,43085,138805,23758
DEU12564,26 May 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost,Subnational,"On 26 May 2022, comedians participated in a rally to protest for a better future in Berlin - Mitte. As part of a festival, environmentalists called for the fulfillment of the United Nations' Sustainable Goals.",0,crowd size=no report,1680633685,23758,43085,138805,23758
DEU12540,23 May 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Der Tagesspiegel,Subnational,"On 23 May 2022, people protested in Berlin - Friedrichshain-Kreuzberg against coronavirus measures and the mandatory vaccination.",0,crowd size=no report,1654013072,11630,45775,127493,11630
DEU12547,23 May 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Spandau,52.5356,13.198,1,Der Tagesspiegel,Subnational,"On 23 May 2022, people protested in Berlin - Spandau against coronavirus measures and the mandatory vaccination.",0,crowd size=no report,1654013072,14542,28724,192897,14542
DEU12546,23 May 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Reinickendorf,52.5711,13.3459,1,Der Tagesspiegel,Subnational,"On 23 May 2022, around 800 people protested in Tegel, Berlin - Reinickendorf, against coronavirus measures and the mandatory vaccination.",0,crowd size=around 800,1654013072,5518,33144,207766,5518
DEU12545,23 May 2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Neukolln,52.481,13.4354,1,Der Tagesspiegel,Subnational,"On 23 May 2022, people protested in Berlin - Neukolln against coronavirus measures and the mandatory vaccination.",0,crowd size=no report,1654013072,13710,46714,192787,13710
